,Adenine content(1),Adenine content(2),Adenine content(3),Cytosine content(1),Cytosine content(2),Cytosine content(3),Enthalpy (RNA)1,Enthalpy (RNA)2,Enthalpy (RNA)3,Enthalpy (RNA)_1,Enthalpy (RNA)_2,Enthalpy (RNA)_3,Entropy (RNA)1,Entropy (RNA)2,Entropy (RNA)3,Entropy (RNA)_1,Entropy (RNA)_2,Entropy (RNA)_3,Free energy (RNA)1,Free energy (RNA)2,Free energy (RNA)3,Free energy (RNA)_1,Free energy (RNA)_2,Free energy (RNA)_3,GC content1,GC content2,GC content3,Guanine content1,Guanine content2,Guanine content3,Hydrophilicity (RNA)1,Hydrophilicity (RNA)2,Hydrophilicity (RNA)3,Hydrophilicity (RNA)_1,Hydrophilicity (RNA)_2,Hydrophilicity (RNA)_3,Keto (GT) content1,Keto (GT) content2,Keto (GT) content3,Purine (AG) content1,Purine (AG) content2,Purine (AG) content3,Rise (RNA)1,Rise (RNA)2,Rise (RNA)3,Roll (RNA)1,Roll (RNA)2,Roll (RNA)3,Shift (RNA)1,Shift (RNA)2,Shift (RNA)3,Slide (RNA)1,Slide (RNA)2,Slide (RNA)3,Stacking energy (RNA)1,Stacking energy (RNA)2,Stacking energy (RNA)3,Thymine content1,Thymine content2,Thymine content3,Tilt (RNA)1,Tilt (RNA)2,Tilt (RNA)3,Twist (RNA)1,Twist (RNA)2,Twist (RNA)3
ptc-miR6478,0.058,-9.152,-0.002,0.199,0.005,0.141,0.158,-0.645,0.001,-0.95,-0.258,0.161,-1.086,-0.001,0.116,0.062,2.716,0.007,0.031,0.007,0.1,0.588,-0.105,1.556,0.005,-0.035,-0.012,-0.36,-0.225,-0.366,0.006,-1.164,0.353,-0.219,0.04,0.003,-0.07,-0.161,-5.436,-0.016,-0.116,0.005,-0.161,-1.184,-0.093,-11.473,-0.004,0.022,-0.01,-0.341,-0.065,-0.392,-0.036,-2.854,1.836,-0.115,-2.38,-0.004,-0.043,-0.257,-16.829,-0.014,-0.231,-0.005,-0.105,-3.243
gma-miR9750-3p,0.19,-5.368,0.001,0.225,0.009,0.25,0.048,-2.242,0.012,-0.555,0.087,0.037,-0.405,0.001,0.11,0.129,3.447,0.014,0.086,0.004,0.128,1.001,-0.011,2.61,-0.002,0.026,0.002,0.095,-0.166,1.413,-0.074,0.016,0.035,-0.079,0.351,-0.023,-0.021,-0.032,-2.929,0.003,0.002,-0.015,-0.032,-0.49,-0.1,-8.583,-0.004,-0.083,-0.005,0.033,-0.067,-2.595,-0.056,1.761,0.138,-0.042,-1.678,-0.035,-0.022,-0.138,-13.088,-0.01,-0.135,-0.022,-0.089,-2.219
gma-miR10192,0.302,-5.083,0.005,0.296,0.011,0.271,0.263,-2.099,0.091,-0.116,0.506,0.219,-0.108,0.001,0.058,0.202,8.593,0.016,0.139,0.01,0.194,1.795,0.038,-3.758,-0.007,0.035,0.003,-0.015,0.056,-0.316,0.007,-0.968,-1.775,-0.102,-0.811,-0.003,-0.105,-0.154,5.794,0.006,-0.106,-0.005,-0.184,0.3,-0.08,-8.628,-0.007,-0.139,-0.002,-0.099,-0.235,-0.747,0.006,-2.508,-1.85,-0.167,-1.415,-0.006,-0.053,-0.116,-1.129,-0.002,-0.103,-0.004,-0.136,-0.473
gma-miR10188,0.157,-5.113,0.001,0.126,0.014,0.409,0.134,-0.453,0.154,-0.157,0.128,0.308,-0.044,0.001,0.112,0.216,10.285,0.018,0.138,0.007,0.176,2.124,0.022,-7.606,0.0,0.004,0.007,0.095,-0.004,1.165,0.028,-1.242,0.284,0.117,-1.178,0.004,-0.121,-0.036,-7.108,0.009,-0.056,0.006,-0.017,-1.054,0.073,-16.447,-0.003,-0.03,0.003,-0.05,0.043,1.171,-0.252,-1.782,-0.032,0.007,-2.742,-0.017,-0.127,-0.198,-17.828,0.008,-0.169,-0.014,-0.13,-3.052
csi-miR1515b-3p,0.247,0.028,0.007,0.139,0.003,0.205,0.147,-1.39,0.198,-1.175,0.062,0.172,0.635,-0.003,0.061,0.226,6.947,0.005,0.157,0.001,0.233,1.732,-0.018,-3.859,0.001,0.058,-0.002,0.05,-0.088,0.768,0.041,-2.061,-0.871,-0.07,-0.501,-0.004,-0.047,-0.013,0.876,-0.002,0.003,0.005,0.003,0.171,0.034,-3.448,-0.001,0.087,0.007,0.118,-0.034,-0.529,-0.121,-3.266,-0.444,0.102,-0.413,-0.036,-0.05,-0.063,-18.496,0.01,-0.044,-0.014,-0.019,-2.672
bdi-miR5180a,0.224,-7.156,-0.002,0.127,0.01,0.31,0.211,-0.685,0.158,-0.252,-0.025,0.271,-0.79,-0.002,0.086,0.093,5.047,0.013,0.04,0.002,0.075,1.02,-0.094,-2.277,0.0,0.023,-0.001,-0.123,0.056,1.719,-0.007,-1.313,0.215,0.009,-0.38,-0.001,-0.076,-0.053,-4.001,-0.002,-0.039,0.004,-0.032,-0.728,-0.186,-0.071,-0.002,-0.034,-0.008,-0.372,-0.059,0.049,-0.015,-0.749,0.496,-0.167,0.093,0.009,-0.115,0.054,6.616,-0.007,0.026,0.015,0.006,1.1
lja-miR11077d-3p,0.299,4.86,0.005,0.222,0.009,0.265,0.163,-0.688,-0.09,-0.558,-0.38,0.17,1.358,0.0,0.082,0.32,5.222,0.015,0.222,0.016,0.288,1.831,-0.033,-6.466,0.002,0.033,-0.004,-0.11,-0.329,1.374,-0.028,-1.193,0.153,-0.271,-0.719,0.002,0.036,0.096,-0.367,-0.003,0.057,0.008,0.102,0.286,-0.113,-2.064,-0.003,-0.07,-0.008,-0.241,-0.251,-0.661,0.242,6.135,-1.189,-0.248,-0.68,-0.007,-0.015,-0.101,-0.468,-0.01,-0.089,-0.034,-0.103,-0.582
ptc-miR7839,0.037,4.711,-0.002,0.281,0.005,0.269,-0.012,-1.828,-0.108,-0.231,-0.006,0.136,1.481,0.001,0.272,0.254,4.409,0.007,0.213,0.007,0.216,1.441,-0.137,-19.288,-0.003,0.003,-0.002,0.176,-0.059,-0.006,-0.061,-0.206,1.909,-0.118,-3.913,-0.013,0.039,-0.414,-12.889,-0.005,-0.366,-0.024,-0.297,-3.128,-0.083,-28.049,0.003,-0.122,-0.005,0.198,0.069,-0.019,-0.008,-0.604,1.076,-0.215,-5.565,-0.037,0.028,-0.542,-22.039,-0.009,-0.465,-0.049,-0.375,-4.678
ppt-miR1046-5p,0.08,4.413,0.007,0.13,0.011,0.278,0.228,-0.391,0.167,-0.13,0.173,0.389,1.389,-0.003,0.173,0.265,8.335,0.009,0.192,0.007,0.222,2.118,-0.092,-12.124,0.003,0.02,0.001,0.02,0.033,1.589,-0.103,-0.353,0.115,0.059,-1.911,-0.005,0.033,-0.074,-6.62,0.001,-0.075,-0.005,0.0,-1.211,-0.132,-20.949,-0.001,-0.042,-0.007,-0.208,0.049,0.788,-0.276,0.333,0.109,-0.125,-3.516,0.024,-0.014,-0.242,-18.663,-0.005,-0.187,-0.001,-0.094,-3.378
rgl-miR5576,0.286,2.531,-0.002,0.111,0.006,0.22,0.288,-1.256,-0.103,-0.336,-0.335,0.322,0.916,0.0,0.129,0.202,4.601,0.008,0.145,0.0,0.154,1.298,0.036,-19.795,-0.001,-0.033,0.0,0.0,0.09,1.825,-0.2,-0.562,0.365,-0.012,-3.537,-0.006,-0.04,-0.308,-16.298,0.002,-0.281,-0.003,-0.198,-3.261,-0.098,-19.061,-0.004,-0.035,-0.002,0.02,0.148,-0.816,0.038,0.208,-0.255,-0.223,-3.767,0.014,0.063,-0.393,-17.774,-0.002,-0.332,-0.003,-0.261,-3.696
tae-miR7757-5p,0.275,-4.356,-0.001,0.11,0.008,0.27,0.14,-0.292,0.15,-0.455,0.211,0.148,-0.114,-0.002,0.04,0.186,7.967,0.012,0.124,0.003,0.175,1.709,0.013,5.816,0.0,-0.147,-0.002,-0.039,-0.137,0.306,0.04,-2.3,-0.861,-0.132,0.304,0.0,-0.011,-0.111,-5.385,-0.003,-0.116,0.002,-0.132,-0.814,-0.014,-3.427,-0.003,0.011,0.001,-0.058,-0.144,0.038,-0.07,-0.667,-1.118,-0.194,-0.36,0.029,-0.011,-0.03,1.6,0.003,-0.015,0.013,-0.083,0.29
mtr-miR2592ab,0.145,-1.25,0.0,0.047,0.01,0.298,0.195,-0.542,-0.07,-1.363,0.22,0.29,0.169,0.001,0.16,0.135,2.055,0.012,0.097,0.008,0.145,0.779,-0.037,-7.391,-0.005,-0.108,0.0,0.003,-0.005,-2.834,-0.155,7.395,-1.012,0.042,-1.361,-0.013,-0.095,-0.146,-3.774,-0.002,-0.125,-0.04,-0.163,-1.073,0.111,5.319,-0.002,-0.139,-0.005,-0.106,0.05,-3.401,0.122,5.861,-1.199,-0.122,-0.147,-0.036,-0.156,-0.268,-13.694,-0.008,-0.204,-0.052,-0.233,-2.842
hvu-miR6190,0.102,-8.21,0.0,0.155,0.002,0.216,-0.019,0.131,-0.097,-0.44,-0.525,0.047,-0.478,0.0,0.089,0.139,1.839,0.005,0.109,0.003,0.105,0.785,-0.228,-11.018,-0.001,-0.003,0.0,0.193,-0.211,-0.004,-0.09,-2.997,-1.332,-0.006,-2.123,0.008,-0.143,-0.273,-14.022,0.0,-0.235,0.002,-0.222,-2.583,-0.009,14.252,0.001,-0.062,0.002,0.226,0.012,0.612,0.06,-2.297,-1.67,-0.006,1.445,0.042,0.009,-0.081,2.397,0.003,-0.044,0.022,-0.059,0.179
mtr-miR5275,0.136,-5.232,0.001,0.095,0.006,0.229,0.091,-0.425,-0.007,-0.979,-0.116,0.188,-0.367,-0.002,0.136,0.164,2.553,0.008,0.091,0.004,0.124,0.947,-0.095,-8.0,0.001,-0.026,-0.008,-0.139,-0.147,0.506,0.102,1.177,0.549,-0.232,-1.267,0.009,-0.022,0.062,9.764,-0.01,-0.036,0.015,0.026,1.495,-0.15,20.749,0.002,-0.009,-0.011,-0.245,-0.109,-0.13,0.174,-1.359,-0.6,-0.214,4.091,0.006,0.077,0.427,23.244,-0.015,0.348,0.026,0.223,4.788
osa-miR2863a,0.058,-0.22,0.0,0.277,0.004,0.127,0.158,-0.495,-0.014,-0.831,0.305,0.194,0.674,0.001,0.058,0.23,6.995,0.006,0.168,0.01,0.177,1.716,-0.105,-14.435,-0.002,-0.041,-0.01,-0.275,-0.053,0.414,-0.051,-5.436,-2.163,-0.079,-2.872,0.004,-0.088,-0.276,-19.067,-0.012,-0.268,0.007,-0.158,-3.525,-0.111,-15.575,0.0,-0.161,-0.007,-0.313,-0.167,0.045,0.084,-3.724,-2.582,-0.149,-3.223,-0.01,-0.074,-0.355,-21.472,-0.007,-0.302,-0.004,-0.18,-4.101
rgl-miR7808,0.16,-22.915,0.0,0.11,0.009,0.41,0.06,-0.022,-0.189,-0.673,0.015,0.14,-3.02,-0.001,0.04,0.006,-6.666,0.015,-0.043,0.001,0.04,-0.873,-0.005,-29.393,-0.003,0.011,0.001,0.042,-0.042,-1.256,-0.118,-0.682,0.182,-0.063,-4.782,-0.02,-0.189,-0.277,-10.532,0.004,-0.264,-0.028,-0.226,-2.216,0.161,4.062,0.0,-0.044,0.0,-0.144,0.1,-0.85,0.177,0.458,0.396,-0.011,0.68,-0.022,0.033,0.028,3.005,0.002,0.058,-0.015,0.028,0.507
aof-miR12143,0.061,-11.035,-0.004,0.075,0.004,0.152,0.114,-0.156,-0.058,-1.233,0.59,0.116,-1.522,0.001,0.141,0.023,-3.584,0.006,-0.034,0.009,0.102,-0.528,-0.047,-23.109,0.002,-0.067,-0.006,-0.225,-0.035,1.525,0.091,-6.465,-2.682,-0.155,-4.137,0.004,-0.137,-0.282,-14.519,-0.007,-0.279,0.014,-0.146,-2.903,-0.05,1.124,-0.002,-0.012,-0.008,-0.232,-0.071,-0.914,-0.124,-4.539,-3.166,-0.223,0.122,0.035,-0.105,-0.011,-3.265,-0.01,0.017,0.02,-0.012,-0.431
gma-miR10407b,0.157,-4.651,0.001,0.033,0.004,0.151,0.087,-0.119,-0.024,-0.432,-0.34,0.231,-0.181,-0.002,0.091,0.146,2.872,0.005,0.108,0.008,0.186,0.908,-0.216,-21.096,-0.003,-0.013,-0.004,-0.165,-0.19,-0.402,0.074,-0.639,0.038,-0.106,-3.025,-0.001,-0.165,-0.133,-1.977,-0.007,-0.132,0.001,-0.108,-0.747,-0.027,5.03,-0.005,-0.014,0.0,0.077,-0.195,1.355,-0.12,-1.036,0.393,-0.093,0.078,0.02,-0.073,-0.191,-13.588,-0.002,-0.133,-0.003,-0.164,-2.478
aof-miR12142,0.191,-4.476,0.0,0.05,0.011,0.263,0.263,-0.617,-0.026,-0.413,0.031,0.418,0.006,0.002,0.086,0.145,3.374,0.012,0.105,0.015,0.147,1.02,-0.044,22.177,-0.004,-0.058,0.004,0.0,0.114,-0.059,0.119,0.617,0.389,0.208,3.262,0.011,-0.02,0.131,12.368,0.006,0.11,0.019,0.044,2.1,-0.164,2.856,0.005,-0.062,0.0,-0.059,0.009,0.539,-0.063,-1.198,-1.034,0.019,1.258,0.009,0.037,0.194,20.15,0.001,0.19,0.016,0.105,3.38
pab-miR11438,0.064,-3.393,0.001,0.061,0.002,0.199,-0.003,-0.483,-0.177,-0.607,-0.016,0.163,0.057,0.0,0.116,0.144,-0.339,0.004,0.109,0.01,0.155,0.535,-0.211,-25.676,-0.005,-0.047,-0.004,-0.061,-0.167,1.35,-0.071,0.371,0.463,-0.178,-4.467,0.001,-0.126,-0.333,-5.477,-0.007,-0.318,-0.007,-0.295,-1.739,-0.105,-2.984,-0.005,0.009,-0.003,-0.229,0.065,0.427,-0.046,2.563,1.382,-0.189,-1.627,-0.013,-0.13,-0.393,-21.324,-0.005,-0.311,-0.008,-0.285,-4.302
pab-miR11423c,0.327,-9.237,0.0,0.169,0.004,0.186,0.105,-1.705,-0.025,-1.773,-0.715,0.108,-0.513,0.001,0.022,0.253,2.401,0.011,0.184,0.01,0.294,1.191,0.202,5.196,0.002,0.012,0.001,0.047,-0.056,-0.145,-0.081,-3.114,0.83,0.003,1.087,0.007,-0.158,0.176,3.13,0.005,0.133,0.012,0.155,0.973,0.121,0.268,0.0,0.012,0.003,0.186,-0.059,3.36,-0.152,6.282,-1.33,0.003,0.226,0.004,0.053,0.065,1.332,0.004,0.069,0.002,0.118,0.265
pab-miR408,0.094,-0.539,-0.001,0.072,0.002,0.197,0.152,0.237,-0.001,-0.252,0.433,0.18,0.81,0.001,0.247,0.242,5.701,0.003,0.203,0.009,0.208,1.564,-0.14,8.218,0.0,-0.023,-0.001,0.015,-0.284,0.599,-0.072,-2.047,-2.066,-0.032,1.207,0.004,-0.184,-0.002,-1.797,-0.001,-0.012,0.007,-0.056,-0.069,-0.108,-1.189,-0.001,-0.025,-0.001,-0.04,-0.241,-0.749,-0.059,-2.146,-2.515,-0.093,-0.692,0.036,-0.322,-0.147,-4.573,-0.001,-0.138,0.007,-0.173,-0.909
gma-miR4394,0.333,7.646,0.0,0.165,0.003,0.223,0.165,0.887,0.101,-0.107,-0.436,0.058,2.602,0.001,0.302,0.495,15.913,0.008,0.412,0.015,0.411,3.778,0.056,-4.742,0.001,-0.017,-0.002,0.071,0.017,-2.108,-0.072,-1.113,1.946,-0.026,-0.686,-0.009,-0.017,0.004,-4.206,-0.004,0.03,-0.023,0.097,-0.652,0.059,-37.823,0.0,-0.068,-0.002,0.105,-0.145,0.377,-0.121,-6.273,-0.819,-0.018,-6.399,-0.002,-0.182,-0.362,-29.995,-0.004,-0.335,-0.018,-0.1,-5.51
osa-miR1876,0.186,10.385,0.0,0.246,0.006,0.215,0.186,-0.333,0.047,-0.041,-0.249,0.215,2.8,-0.001,0.264,0.464,14.869,0.008,0.389,0.009,0.378,3.547,0.11,-4.652,-0.004,0.019,-0.005,-0.149,0.162,-1.55,-0.153,-0.463,1.15,-0.03,-0.633,-0.013,-0.104,0.028,-4.429,-0.006,0.019,-0.021,0.063,-0.577,0.039,-25.979,-0.001,-0.03,-0.005,-0.093,0.12,-1.727,-0.086,-5.868,-0.783,-0.032,-4.625,-0.013,-0.159,-0.301,-21.329,-0.005,-0.294,-0.017,-0.134,-3.987
bra-miR9558-3p,0.2,4.494,0.002,0.14,0.014,0.36,0.287,-1.038,-0.014,-0.36,-0.404,0.44,1.422,0.001,0.06,0.269,9.317,0.017,0.208,0.005,0.19,2.189,0.0,-3.707,-0.001,-0.274,0.006,0.158,-0.079,0.976,0.046,0.495,0.264,0.021,-1.369,0.006,-0.079,-0.231,-7.918,0.006,-0.24,0.011,-0.174,-1.876,-0.056,0.555,-0.002,-0.256,0.0,0.156,-0.208,-0.745,-0.111,3.356,0.557,-0.089,-0.19,-0.006,0.044,-0.151,3.092,-0.004,-0.104,0.001,-0.139,-0.147
osa-miR5791,0.022,-14.565,-0.002,0.139,0.003,0.235,-0.017,-0.696,-0.077,-0.418,0.05,0.116,-1.535,0.001,0.094,-0.005,-0.091,0.005,-0.013,-0.001,-0.006,-0.013,-0.032,-4.622,-0.001,-0.132,-0.002,-0.067,0.018,-0.559,0.039,0.395,-0.431,-0.029,-1.235,0.036,-0.032,-0.101,-3.384,-0.004,-0.122,0.013,-0.058,-0.838,0.025,-3.655,-0.001,-0.173,-0.004,-0.053,0.056,-1.275,-0.028,-0.127,1.589,-0.031,-0.641,0.022,0.003,-0.033,-1.859,-0.007,0.008,-0.018,0.003,-0.447
atr-miR8561.1,0.095,-0.865,-0.003,0.091,-0.001,0.004,0.136,-1.186,-0.044,-0.595,-0.679,0.126,0.329,0.0,0.132,0.128,1.228,0.0,0.108,0.009,0.134,0.607,0.022,-5.962,-0.003,0.0,-0.005,-0.156,0.095,-0.162,-0.054,-1.645,0.437,-0.011,-0.847,-0.003,-0.03,0.007,-0.847,-0.005,-0.01,0.005,0.043,-0.054,0.041,0.119,0.0,0.075,0.007,0.077,0.2,2.138,0.028,-1.1,-0.763,0.039,0.343,-0.002,0.068,0.134,12.889,0.01,0.086,0.01,0.093,2.152
cca-miR6118-3p,0.125,-1.604,-0.002,0.195,0.008,0.3,0.15,-0.454,-0.212,-0.23,-1.134,0.212,0.555,0.0,0.21,0.219,0.994,0.011,0.183,0.005,0.2,0.872,-0.184,8.268,0.0,-0.221,-0.003,-0.105,-0.074,0.458,0.015,0.842,-0.156,-0.021,1.007,0.013,0.116,-0.088,8.71,-0.006,-0.071,0.016,-0.147,0.997,-0.194,6.759,-0.001,-0.189,-0.003,-0.222,0.033,0.833,-0.003,2.089,-1.482,-0.078,1.0,0.043,0.067,0.02,17.443,-0.005,0.026,0.024,-0.078,2.541
ppt-miR1055,0.06,1.698,0.001,0.175,0.009,0.35,0.25,0.042,0.179,-0.13,0.509,0.325,1.113,-0.001,0.36,0.317,11.771,0.008,0.224,0.013,0.25,2.641,-0.079,-3.176,0.003,-0.026,0.004,0.105,0.118,2.552,0.035,-0.958,-0.382,0.066,-0.533,-0.001,0.168,-0.005,-4.288,0.001,-0.031,0.005,0.0,-0.615,-0.011,-27.475,-0.003,-0.083,0.005,0.056,0.014,1.296,-0.173,-1.983,-1.295,-0.042,-4.324,-0.023,-0.006,-0.253,-20.424,0.009,-0.227,-0.021,-0.169,-3.521
bdi-miR5174e-5p.2,0.355,1.307,-0.002,0.299,0.013,0.371,0.18,-0.804,0.03,-0.122,0.399,0.094,0.748,0.001,0.036,0.227,7.009,0.021,0.159,0.012,0.194,1.76,0.178,6.582,0.002,0.079,0.01,0.146,-0.032,0.374,0.044,0.825,-0.201,-0.067,1.199,0.014,-0.018,0.132,17.51,0.018,0.102,0.021,0.029,2.955,0.071,12.665,0.0,0.009,0.01,-0.022,0.009,1.088,-0.029,1.768,-0.136,0.028,2.495,0.032,-0.019,0.29,25.789,0.019,0.215,0.043,0.08,4.511
mdm-miR7124a,0.127,5.538,0.0,0.169,0.005,0.089,0.388,-0.868,-0.061,0.086,0.288,0.388,1.336,-0.001,0.0,0.154,3.834,0.004,0.138,0.002,0.144,1.088,-0.102,8.004,0.002,0.038,-0.008,-0.143,0.076,-0.568,-0.042,0.953,0.371,0.076,1.327,0.004,0.0,0.014,2.643,-0.011,0.031,0.006,0.012,0.341,0.009,10.882,0.0,0.037,-0.008,0.025,-0.096,1.847,0.087,2.04,0.598,-0.096,1.75,0.013,0.0,0.14,19.36,-0.011,0.076,0.026,0.009,3.128
pab-miR3696,-0.014,-25.662,0.002,0.033,-0.002,0.053,0.061,-2.032,-0.02,-1.172,-0.233,0.055,-3.359,-0.001,0.119,-0.032,-4.362,-0.003,-0.067,-0.003,-0.006,-0.742,-0.152,24.274,-0.003,-0.187,-0.005,-0.105,-0.003,-0.774,-0.016,-3.289,-0.834,-0.108,3.163,0.005,0.044,-0.049,0.465,-0.009,-0.024,0.007,-0.222,0.207,0.046,-7.474,0.0,0.096,0.008,0.071,-0.121,3.448,-0.082,-5.793,-0.369,-0.056,-0.588,-0.014,0.019,0.143,-1.358,0.013,0.089,0.016,0.124,0.542
pab-miR11432,0.147,-5.705,-0.005,0.249,0.0,0.102,0.341,-1.435,-0.131,-0.116,-0.488,0.102,-0.89,-0.002,0.296,-0.022,-2.418,0.001,-0.042,-0.002,-0.011,-0.373,-0.067,-0.091,0.004,0.041,-0.005,-0.14,0.257,-1.683,0.052,0.626,-0.998,-0.003,-0.652,0.021,0.155,-0.216,-4.845,-0.01,-0.155,-0.008,-0.167,-1.37,0.046,14.475,-0.009,0.102,-0.002,0.043,0.046,1.035,-0.099,-0.251,-0.817,-0.05,2.289,0.024,0.139,0.102,2.644,-0.005,0.112,0.014,0.065,0.738
fve-miR11294,0.09,2.661,-0.003,0.163,0.004,0.14,0.143,-0.391,-0.007,-0.03,0.0,0.093,0.711,-0.004,0.16,0.098,2.728,0.005,0.094,-0.004,0.103,0.752,-0.116,-4.104,0.0,-0.216,-0.008,-0.274,-0.132,-0.359,-0.105,-0.842,-0.489,-0.142,-0.41,0.0,-0.042,0.019,0.282,-0.012,0.004,0.01,0.0,0.209,-0.033,-18.766,-0.004,-0.247,-0.002,-0.183,-0.25,1.121,-0.061,-1.553,0.022,-0.094,-2.35,-0.023,-0.1,0.051,-7.694,0.0,-0.012,0.004,0.053,-0.888
mtr-miR5214-5p,0.199,-1.651,0.001,0.111,0.005,0.158,0.141,-0.583,-0.114,-0.892,-0.469,0.163,0.319,0.001,0.042,0.229,6.121,0.011,0.166,0.004,0.191,1.64,-0.129,7.123,0.0,0.006,-0.002,-0.222,-0.073,-0.557,0.06,1.357,0.934,-0.105,1.265,0.011,-0.006,0.162,11.503,-0.001,0.105,0.013,0.058,2.21,-0.019,2.592,-0.002,-0.034,0.002,-0.118,-0.093,2.01,0.006,1.805,1.595,-0.111,0.715,0.021,0.0,0.166,17.623,0.006,0.103,0.024,0.053,2.933
gma-miR172d,0.091,-13.273,-0.001,0.05,0.007,0.174,0.074,-0.755,-0.066,-0.835,-0.15,0.112,-1.728,-0.002,-0.004,0.019,-3.678,0.009,-0.037,-0.001,0.041,-0.482,-0.119,-29.887,-0.002,-0.043,0.001,0.0,0.026,-1.239,-0.083,0.511,0.13,0.022,-4.724,0.018,-0.071,-0.192,-8.815,0.0,-0.222,-0.01,-0.102,-1.904,-0.025,21.467,0.003,0.055,-0.003,-0.041,0.127,1.536,0.044,-2.055,-1.192,0.173,3.649,0.028,0.125,0.175,3.982,-0.005,0.262,0.014,0.143,1.036
cre-miR917,0.16,-5.371,0.002,0.111,0.007,0.269,0.309,-0.852,-0.127,-0.728,-0.088,0.343,-0.446,-0.001,0.111,0.085,-3.174,0.008,0.065,0.01,0.185,-0.092,-0.124,6.064,-0.003,0.0,0.001,-0.069,0.0,-2.048,-0.046,0.314,0.359,0.049,1.194,0.013,-0.118,0.013,9.532,0.002,0.044,0.004,-0.098,1.332,-0.194,-14.63,-0.002,-0.042,0.0,-0.26,-0.174,0.872,-0.267,-1.444,-0.201,-0.083,-2.042,-0.017,-0.125,-0.05,-9.151,0.003,-0.086,-0.002,-0.056,-1.361
lja-miR11128-5p,0.06,-6.273,-0.001,0.028,0.007,0.2,0.06,-1.349,0.147,-1.09,-0.453,0.245,-0.352,-0.002,0.15,0.161,5.07,0.007,0.12,0.001,0.185,1.213,-0.042,-1.706,-0.003,-0.024,0.002,-0.108,-0.084,-4.068,-0.092,-1.821,1.971,0.084,-0.375,-0.014,-0.066,-0.048,-7.757,0.0,-0.021,-0.028,0.042,-1.29,-0.044,-2.447,0.001,0.086,0.005,0.05,-0.233,-1.764,-0.084,6.711,1.464,0.128,-0.609,-0.028,-0.083,-0.089,-3.908,0.006,-0.04,-0.059,-0.061,-0.998
lja-miR11143-5p,0.254,-1.103,-0.001,0.045,0.001,0.059,0.265,-2.13,-0.111,-1.705,-0.909,0.154,0.352,0.002,0.177,0.233,6.732,0.003,0.172,0.012,0.306,1.703,-0.117,-0.427,-0.009,-0.152,-0.002,-0.069,-0.171,-3.565,-0.053,4.912,-1.141,0.012,-0.081,-0.009,-0.164,-0.113,-3.343,-0.005,-0.064,-0.039,-0.229,-0.813,-0.211,4.59,-0.006,-0.003,-0.002,0.158,-0.128,-0.201,0.086,4.805,0.536,-0.04,-0.226,-0.024,-0.173,-0.364,-9.189,-0.007,-0.234,-0.068,-0.451,-2.592
aly-miR846-5p,0.13,0.721,0.0,0.033,0.012,0.474,0.136,0.639,-0.268,-0.136,0.324,0.252,0.636,-0.004,0.296,0.138,-5.172,0.014,0.114,-0.001,0.133,-0.252,-0.196,-17.764,-0.004,-0.108,-0.004,-0.111,-0.418,-0.741,-0.067,-1.266,-0.371,-0.146,-2.256,-0.02,0.035,0.005,-5.003,-0.005,-0.013,-0.013,0.02,-0.597,-0.173,-14.588,-0.001,-0.031,-0.01,-0.529,-0.266,-1.142,-0.04,1.449,-0.558,-0.214,-1.843,-0.03,-0.139,-0.005,-3.682,-0.011,-0.004,-0.014,0.012,-0.506
mdm-miR10994-3p,0.111,-0.452,0.002,0.116,0.012,0.244,0.305,-0.55,0.183,-0.582,0.173,0.421,0.665,-0.001,0.089,0.255,11.564,0.011,0.183,0.003,0.18,2.471,0.061,6.189,0.002,-0.132,0.01,0.012,0.272,-0.78,0.051,2.538,0.157,0.222,0.334,-0.015,-0.058,-0.136,-7.181,0.011,-0.121,-0.005,-0.123,-1.379,0.065,-3.732,-0.001,-0.173,0.012,0.012,0.235,-0.339,0.169,1.901,-1.631,0.235,-0.793,-0.024,-0.062,-0.089,4.182,0.014,-0.111,-0.002,-0.09,0.201
lja-miR11155d-5p,0.124,-6.976,-0.002,0.198,0.012,0.38,0.105,0.305,0.105,-0.3,-0.07,0.227,-0.586,0.001,0.112,0.162,8.026,0.015,0.09,0.008,0.124,1.627,-0.108,1.69,0.0,0.113,-0.002,-0.139,-0.115,-0.993,-0.164,1.89,0.061,-0.143,-0.175,-0.008,-0.106,-0.175,-10.343,0.001,-0.107,-0.008,-0.128,-1.977,-0.164,4.675,0.0,0.068,-0.007,-0.395,-0.007,0.175,-0.221,2.236,-0.1,-0.1,0.724,0.004,-0.061,0.041,0.791,-0.004,0.039,0.007,0.016,0.196
nta-miR6161b,0.112,-0.667,-0.003,0.112,0.005,0.128,0.132,-1.052,0.01,-0.541,-0.192,0.186,0.286,-0.001,0.132,0.174,4.448,0.005,0.121,0.012,0.227,1.21,-0.026,-22.053,0.002,-0.147,-0.001,-0.199,-0.143,-1.274,-0.018,-1.009,0.313,-0.013,-2.962,-0.02,-0.147,-0.039,-7.597,-0.002,-0.08,-0.008,0.002,-1.134,-0.077,-1.257,-0.003,-0.155,-0.001,-0.114,-0.195,-2.514,-0.011,0.107,-0.19,0.018,0.386,0.006,-0.075,0.051,-0.679,-0.003,0.071,-0.006,0.005,0.198
